MerchantName,Location,TransactionID,Category,TransactionAmount,AnomalyScore,FraudIndicator,CustomerID,SuspiciousFlag,AccountBalance,LastLogin,Name,Age,Address,Timestamp,MerchantID,Amount,Dates,Day,Week,Month,Year
Merchant 2023,Location 2023,23,Travel,15.579538194663694,0.1953263896357612,0,1023,0,9545.47486907634,2022-01-23,Customer 1023,34,Address 1023,2022-01-10 03:00:00,2338,95.66715462171436,2022-01-10 03:00:00,10,2,1,2022
Merchant 2024,Location 2024,24,Retail,13.386777836538998,0.6172898016719134,0,1024,0,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,2022-01-08 23:00:00,2940,61.29285089639624,2022-01-08 23:00:00,8,1,1,2022
Merchant 2024,Location 2024,24,Retail,13.386777836538998,0.6172898016719134,0,1024,0,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,2022-01-10 21:00:00,2231,55.20400597044325,2022-01-10 21:00:00,10,2,1,2022
Merchant 2024,Location 2024,24,Retail,13.386777836538998,0.6172898016719134,0,1024,0,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,2022-01-20 02:00:00,2850,40.22710518557125,2022-01-20 02:00:00,20,3,1,2022
Merchant 2024,Location 2024,24,Retail,13.386777836538998,0.6172898016719134,0,1024,0,1795.3282266181373,2022-01-24,Customer 1024,40,Address 1024,2022-02-08 10:00:00,2734,52.160534543489405,2022-02-08 10:00:00,8,6,2,2022
Merchant 2025,Location 2025,25,Travel,98.4640558012606,0.2443530379310863,0,1025,0,4450.390070063062,2022-01-25,Customer 1025,18,Address 1025,2022-01-21 23:00:00,2128,93.49535668273188,2022-01-21 23:00:00,21,3,1,2022
Merchant 2026,Location 2026,26,Other,95.19370554798026,0.4870702896864038,0,1026,0,8091.736701622896,2022-01-26,Customer 1026,58,Address 1026,2022-01-09 17:00:00,2332,27.51230202452078,2022-01-09 17:00:00,9,1,1,2022
Merchant 2026,Location 2026,26,Other,95.19370554798026,0.4870702896864038,0,1026,0,8091.736701622896,2022-01-26,Customer 1026,58,Address 1026,2022-01-18 18:00:00,2644,57.04065911383756,2022-01-18 18:00:00,18,3,1,2022
Merchant 2027,Location 2027,27,Other,77.5092196540028,0.4227359977610908,0,1027,0,9527.947107479318,2022-01-27,Customer 1027,46,Address 1027,2022-01-01 01:00:00,2070,12.881180192784145,2022-01-01 01:00:00,1,52,1,2022
Merchant 2029,Location 2029,29,Other,73.08040768249539,0.4633405713676668,0,1029,0,8467.122622743587,2022-01-29,Customer 1029,37,Address 1029,2022-01-22 20:00:00,2954,28.32936501855892,2022-01-22 20:00:00,22,3,1,2022
Merchant 2030,Location 2030,30,Retail,83.8842181328395,0.6466000102947055,0,1030,0,3767.55788843177,2022-01-30,Customer 1030,54,Address 1030,2022-01-02 08:00:00,2693,59.3509900357369,2022-01-02 08:00:00,2,52,1,2022
Merchant 2030,Location 2030,30,Retail,83.8842181328395,0.6466000102947055,0,1030,0,3767.55788843177,2022-01-30,Customer 1030,54,Address 1030,2022-02-10 20:00:00,2747,50.18606437061031,2022-02-10 20:00:00,10,6,2,2022
Merchant 2033,Location 2033,33,Other,16.31638922256401,0.7904919847795615,0,1033,0,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,2022-01-15 12:00:00,2813,74.41312191791293,2022-01-15 12:00:00,15,2,1,2022
Merchant 2033,Location 2033,33,Other,16.31638922256401,0.7904919847795615,0,1033,0,2042.69235205651,2022-02-02,Customer 1033,50,Address 1033,2022-01-30 18:00:00,2379,72.44134982030823,2022-01-30 18:00:00,30,4,1,2022
Merchant 2036,Location 2036,36,Retail,55.0748944700021,0.1056184269218054,0,1036,0,9381.14521854332,2022-02-05,Customer 1036,37,Address 1036,2022-01-25 08:00:00,2362,18.479134277595005,2022-01-25 08:00:00,25,4,1,2022
Merchant 2037,Location 2037,37,Food,15.85588970150042,0.1173613685668951,0,1037,0,9519.477121680264,2022-02-06,Customer 1037,61,Address 1037,2022-02-09 22:00:00,2946,31.808666818145923,2022-02-09 22:00:00,9,6,2,2022
Merchant 2038,Location 2038,38,Retail,35.25955889294103,0.682579996111541,0,1038,0,5402.920850264518,2022-02-07,Customer 1038,62,Address 1038,2022-01-02 15:00:00,2995,80.53777562959479,2022-01-02 15:00:00,2,52,1,2022
Merchant 2043,Location 2043,43,Online,62.40210028810944,0.5672705382841227,0,1043,0,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,2022-01-03 06:00:00,2312,62.13088122838467,2022-01-03 06:00:00,3,1,1,2022
Merchant 2043,Location 2043,43,Online,62.40210028810944,0.5672705382841227,0,1043,0,8236.476448026788,2022-02-12,Customer 1043,25,Address 1043,2022-01-26 14:00:00,2215,14.560537509054024,2022-01-26 14:00:00,26,4,1,2022
Merchant 2044,Location 2044,44,Food,88.11638357233643,0.7663300041347579,0,1044,0,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,2022-01-03 02:00:00,2638,42.07616320785515,2022-01-03 02:00:00,3,1,1,2022
Merchant 2044,Location 2044,44,Food,88.11638357233643,0.7663300041347579,0,1044,0,5084.274000658554,2022-02-13,Customer 1044,22,Address 1044,2022-02-10 11:00:00,2248,60.98276949454476,2022-02-10 11:00:00,10,6,2,2022
Merchant 2045,Location 2045,45,Online,29.203181435601817,0.7076318867164036,0,1045,0,5168.955418988636,2022-02-14,Customer 1045,58,Address 1045,2022-01-30 14:00:00,2016,33.00075703386983,2022-01-30 14:00:00,30,4,1,2022
Merchant 2048,Location 2048,48,Travel,37.31484596425175,0.0322402678558125,0,1048,0,8077.87841230679,2022-02-17,Customer 1048,49,Address 1048,2022-01-15 20:00:00,2429,33.61255713368315,2022-01-15 20:00:00,15,2,1,2022
Merchant 2049,Location 2049,49,Other,11.93959323128237,0.0061201141369274,1,1049,0,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,2022-02-02 06:00:00,2914,55.29304755520577,2022-02-02 06:00:00,2,5,2,2022
Merchant 2049,Location 2049,49,Other,11.93959323128237,0.0061201141369274,1,1049,0,7144.298707590787,2022-02-18,Customer 1049,30,Address 1049,2022-02-07 08:00:00,2844,63.498140700143466,2022-02-07 08:00:00,7,6,2,2022
Merchant 2050,Location 2050,50,Online,17.91599331862236,0.0447252918925693,0,1050,0,7921.752971281453,2022-02-19,Customer 1050,57,Address 1050,2022-01-22 15:00:00,2933,98.59494640028537,2022-01-22 15:00:00,22,3,1,2022
Merchant 2051,Location 2051,51,Retail,28.42012347274126,0.9181560081146742,0,1051,0,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,2022-01-25 00:00:00,2601,76.76312543775113,2022-01-25 00:00:00,25,4,1,2022
Merchant 2051,Location 2051,51,Retail,28.42012347274126,0.9181560081146742,0,1051,0,4620.924284406736,2022-02-20,Customer 1051,30,Address 1051,2022-02-04 19:00:00,2869,63.40605444348808,2022-02-04 19:00:00,4,5,2,2022
Merchant 2052,Location 2052,52,Retail,95.91411492767848,0.0555455780239428,0,1052,0,7224.6321196105455,2022-02-21,Customer 1052,38,Address 1052,2022-01-22 21:00:00,2066,76.27368428978873,2022-01-22 21:00:00,22,3,1,2022
Merchant 2053,Location 2053,53,Food,44.00543975418234,0.5687201877502441,0,1053,0,8044.236477870637,2022-02-22,Customer 1053,22,Address 1053,2022-02-05 07:00:00,2288,91.47555974162536,2022-02-05 07:00:00,5,5,2,2022
Merchant 2054,Location 2054,54,Online,39.083675731208,0.1116274550577005,0,1054,0,2873.839987462341,2022-02-23,Customer 1054,27,Address 1054,2022-01-04 14:00:00,2586,78.55221406635722,2022-01-04 14:00:00,4,1,1,2022
Merchant 2055,Location 2055,55,Other,79.91319162474862,0.6294201752731601,0,1055,0,1611.5383147896853,2022-02-24,Customer 1055,24,Address 1055,2022-02-10 17:00:00,2983,41.61384354634974,2022-02-10 17:00:00,10,6,2,2022
Merchant 2056,Location 2056,56,Retail,99.39547482554184,0.5047562252447003,0,1056,0,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,2022-01-03 18:00:00,2171,81.34788954135908,2022-01-03 18:00:00,3,1,1,2022
Merchant 2056,Location 2056,56,Retail,99.39547482554184,0.5047562252447003,0,1056,0,3507.492645445045,2022-02-25,Customer 1056,46,Address 1056,2022-02-03 22:00:00,2202,94.63416453223545,2022-02-03 22:00:00,3,5,2,2022
Merchant 2057,Location 2057,57,Travel,98.02129252071374,0.7124860792029184,0,1057,0,6531.558064499151,2022-02-26,Customer 1057,21,Address 1057,2022-02-01 13:00:00,2621,61.919534669867325,2022-02-01 13:00:00,1,5,2,2022
Merchant 2058,Location 2058,58,Food,85.97846399845285,0.6232913655459015,0,1058,0,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,2022-01-15 00:00:00,2169,59.06558827131725,2022-01-15 00:00:00,15,2,1,2022
Merchant 2058,Location 2058,58,Food,85.97846399845285,0.6232913655459015,0,1058,0,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,2022-02-02 11:00:00,2825,37.21490182370482,2022-02-02 11:00:00,2,5,2,2022
Merchant 2058,Location 2058,58,Food,85.97846399845285,0.6232913655459015,0,1058,0,5923.741950678233,2022-02-27,Customer 1058,50,Address 1058,2022-02-09 04:00:00,2385,13.844857117841546,2022-02-09 04:00:00,9,6,2,2022
Merchant 2059,Location 2059,59,Food,61.369965594477215,0.6889460878176792,0,1059,0,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,2022-01-08 08:00:00,2372,57.400809663920754,2022-01-08 08:00:00,8,1,1,2022
Merchant 2059,Location 2059,59,Food,61.369965594477215,0.6889460878176792,0,1059,0,4450.429068562766,2022-02-28,Customer 1059,42,Address 1059,2022-01-19 13:00:00,2706,21.93791661410581,2022-01-19 13:00:00,19,3,1,2022
Merchant 2060,Location 2060,60,Retail,56.39017672096056,0.7012128117494796,0,1060,0,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,2022-01-13 22:00:00,2864,27.453116490888377,2022-01-13 22:00:00,13,2,1,2022
Merchant 2060,Location 2060,60,Retail,56.39017672096056,0.7012128117494796,0,1060,0,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,2022-02-08 12:00:00,2841,77.5892520491586,2022-02-08 12:00:00,8,6,2,2022
Merchant 2060,Location 2060,60,Retail,56.39017672096056,0.7012128117494796,0,1060,0,9121.230250792947,2022-03-01,Customer 1060,38,Address 1060,2022-02-11 06:00:00,2947,37.54797796124622,2022-02-11 06:00:00,11,6,2,2022
Merchant 2062,Location 2062,62,Travel,88.00863507425593,0.4478817547460879,0,1062,0,8955.195409522166,2022-03-03,Customer 1062,39,Address 1062,2022-01-17 08:00:00,2479,36.838900427625575,2022-01-17 08:00:00,17,3,1,2022
Merchant 2066,Location 2066,66,Other,16.34857049322759,0.1072906870387059,0,1066,0,8979.728844071804,2022-03-07,Customer 1066,64,Address 1066,2022-01-07 03:00:00,2369,79.52197137501955,2022-01-07 03:00:00,7,1,1,2022
Merchant 2067,Location 2067,67,Retail,59.48591943885853,0.169625926112435,0,1067,0,1555.7402540205333,2022-03-08,Customer 1067,36,Address 1067,2022-01-15 02:00:00,2081,26.18399976018048,2022-01-15 02:00:00,15,2,1,2022
Merchant 2069,Location 2069,69,Retail,40.11881406202277,0.7132956071476505,0,1069,0,8363.065543345401,2022-03-10,Customer 1069,38,Address 1069,2022-01-06 05:00:00,2226,55.20289159939914,2022-01-06 05:00:00,6,1,1,2022
Merchant 2071,Location 2071,71,Online,64.24073572319557,0.5521439297775538,0,1071,0,4962.283526863032,2022-03-12,Customer 1071,64,Address 1071,2022-01-04 16:00:00,2055,26.00722367933592,2022-01-04 16:00:00,4,1,1,2022
Merchant 2072,Location 2072,72,Online,53.91674221753586,0.1617728586912705,1,1072,0,3239.352859829109,2022-03-13,Customer 1072,21,Address 1072,2022-01-30 13:00:00,2363,19.9715699068954,2022-01-30 13:00:00,30,4,1,2022
Merchant 2073,Location 2073,73,Travel,55.60426363765741,0.6860135687546838,0,1073,0,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,2022-01-15 21:00:00,2897,41.6707105414218,2022-01-15 21:00:00,15,2,1,2022
Merchant 2073,Location 2073,73,Travel,55.60426363765741,0.6860135687546838,0,1073,0,2392.9224118361144,2022-03-14,Customer 1073,56,Address 1073,2022-01-23 18:00:00,2365,98.64640220462732,2022-01-23 18:00:00,23,3,1,2022
Merchant 2077,Location 2077,77,Travel,66.15215047728688,0.2178905074792401,0,1077,0,7580.464854893932,2022-03-18,Customer 1077,38,Address 1077,2022-01-27 17:00:00,2543,79.32819585918911,2022-01-27 17:00:00,27,4,1,2022
Merchant 2078,Location 2078,78,Other,70.84820400902817,0.3941309112302433,0,1078,0,1689.971098136797,2022-03-19,Customer 1078,32,Address 1078,2022-01-14 08:00:00,2142,57.86994336632967,2022-01-14 08:00:00,14,2,1,2022
Merchant 2083,Location 2083,83,Food,70.5533611534697,0.0148769296562688,0,1083,0,3012.90594624605,2022-03-24,Customer 1083,29,Address 1083,2022-02-09 15:00:00,2043,73.97469114745326,2022-02-09 15:00:00,9,6,2,2022
Merchant 2084,Location 2084,84,Online,11.760532784436789,0.8500908746590535,0,1084,0,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,2022-01-08 13:00:00,2220,90.0500458660583,2022-01-08 13:00:00,8,1,1,2022
Merchant 2084,Location 2084,84,Online,11.760532784436789,0.8500908746590535,0,1084,0,2169.4259351690243,2022-03-25,Customer 1084,60,Address 1084,2022-02-03 13:00:00,2037,10.006932562275091,2022-02-03 13:00:00,3,5,2,2022
Merchant 2085,Location 2085,85,Retail,47.90428072026375,0.8858380254109788,0,1085,0,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,2022-02-06 08:00:00,2859,16.43832083940835,2022-02-06 08:00:00,6,5,2,2022
Merchant 2085,Location 2085,85,Retail,47.90428072026375,0.8858380254109788,0,1085,0,6148.870554004673,2022-03-26,Customer 1085,35,Address 1085,2022-02-09 10:00:00,2741,15.061303969882118,2022-02-09 10:00:00,9,6,2,2022
Merchant 2086,Location 2086,86,Retail,30.12257414785566,0.6619170473823522,0,1086,0,4190.332236711198,2022-03-27,Customer 1086,63,Address 1086,2022-01-14 16:00:00,2182,93.37250431864632,2022-01-14 16:00:00,14,2,1,2022
Merchant 2087,Location 2087,87,Retail,59.06169368651467,0.7086399710261254,0,1087,0,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,2022-01-02 13:00:00,2967,46.214982406953474,2022-01-02 13:00:00,2,52,1,2022
Merchant 2087,Location 2087,87,Retail,59.06169368651467,0.7086399710261254,0,1087,0,2934.8098384758123,2022-03-28,Customer 1087,28,Address 1087,2022-01-06 23:00:00,2954,44.586046124582026,2022-01-06 23:00:00,6,1,1,2022
Merchant 2088,Location 2088,88,Travel,61.030450747630056,0.0365564379848128,0,1088,0,1511.7079457480804,2022-03-29,Customer 1088,38,Address 1088,2022-02-08 21:00:00,2315,59.64679754482704,2022-02-08 21:00:00,8,6,2,2022
Merchant 2089,Location 2089,89,Retail,77.76328614592758,0.4402907533266011,0,1089,0,6121.739350549565,2022-03-30,Customer 1089,50,Address 1089,2022-01-08 04:00:00,2200,63.47667766306569,2022-01-08 04:00:00,8,1,1,2022
Merchant 2090,Location 2090,90,Retail,49.16020343383616,0.0002337072005655,0,1090,0,8109.977178153809,2022-03-31,Customer 1090,26,Address 1090,2022-01-31 05:00:00,2251,97.9655891931388,2022-01-31 05:00:00,31,5,1,2022
Merchant 2091,Location 2091,91,Online,70.28777110281193,0.5325805700018359,0,1091,0,1736.4684385177802,2022-04-01,Customer 1091,58,Address 1091,2022-02-02 03:00:00,2997,56.42487376973606,2022-02-02 03:00:00,2,5,2,2022
Merchant 2094,Location 2094,94,Travel,85.86740383135798,0.4604078745218216,0,1094,0,4974.2547531484415,2022-04-04,Customer 1094,32,Address 1094,2022-02-01 08:00:00,2638,72.96000414657226,2022-02-01 08:00:00,1,5,2,2022
Merchant 2095,Location 2095,95,Other,72.2881408132906,0.6351498923024964,1,1095,1,8403.77366742826,2022-04-05,Customer 1095,27,Address 1095,2022-01-09 14:00:00,2713,81.56433192297125,2022-01-09 14:00:00,9,1,1,2022
Merchant 2096,Location 2096,96,Retail,26.196351691755417,0.495002454686524,0,1096,0,6439.7423175111935,2022-04-06,Customer 1096,57,Address 1096,2022-01-25 12:00:00,2749,25.97962923980079,2022-01-25 12:00:00,25,4,1,2022
Merchant 2098,Location 2098,98,Other,21.11119366756257,0.291574943975321,0,1098,0,6405.360523608859,2022-04-08,Customer 1098,61,Address 1098,2022-01-07 09:00:00,2480,55.74925986254664,2022-01-07 09:00:00,7,1,1,2022
Merchant 2100,Location 2100,100,Other,94.0073412618988,0.3374859941376362,0,1100,0,2924.235910641115,2022-04-10,Customer 1100,62,Address 1100,2022-01-13 04:00:00,2038,91.37503293179564,2022-01-13 04:00:00,13,2,1,2022
Merchant 2102,Location 2102,102,Online,97.48688179907796,0.2645800599183321,0,1102,0,7398.457248836791,2022-04-12,Customer 1102,28,Address 1102,2022-01-24 20:00:00,2227,75.88625236108902,2022-01-24 20:00:00,24,4,1,2022
Merchant 2103,Location 2103,103,Retail,83.76810174234359,0.3332819881973068,0,1103,0,2465.964878217213,2022-04-13,Customer 1103,41,Address 1103,2022-01-28 20:00:00,2433,64.79659280908365,2022-01-28 20:00:00,28,4,1,2022
Merchant 2104,Location 2104,104,Travel,93.56933968320736,0.3398523619032424,0,1104,0,1693.073845531838,2022-04-14,Customer 1104,52,Address 1104,2022-01-02 18:00:00,2910,55.81926585658818,2022-01-02 18:00:00,2,52,1,2022
Merchant 2105,Location 2105,105,Other,39.7071103789509,0.2223044794557515,0,1105,0,7588.2826264097375,2022-04-15,Customer 1105,37,Address 1105,2022-01-07 12:00:00,2068,93.21260497318085,2022-01-07 12:00:00,7,1,1,2022
Merchant 2107,Location 2107,107,Online,85.92834801769118,0.3664545518768669,0,1107,0,6166.294345881851,2022-04-17,Customer 1107,60,Address 1107,2022-01-08 15:00:00,2507,76.74484865313467,2022-01-08 15:00:00,8,1,1,2022
Merchant 2108,Location 2108,108,Online,64.58967531386853,0.8913273664664983,0,1108,0,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,2022-01-03 17:00:00,2561,51.4144879788989,2022-01-03 17:00:00,3,1,1,2022
Merchant 2108,Location 2108,108,Online,64.58967531386853,0.8913273664664983,0,1108,0,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,2022-01-17 05:00:00,2548,71.88748429042212,2022-01-17 05:00:00,17,3,1,2022
Merchant 2108,Location 2108,108,Online,64.58967531386853,0.8913273664664983,0,1108,0,7794.946321991311,2022-04-18,Customer 1108,33,Address 1108,2022-02-09 21:00:00,2139,82.00241852701163,2022-02-09 21:00:00,9,6,2,2022
Merchant 2109,Location 2109,109,Food,66.51437179940578,0.7824277459451286,0,1109,0,8085.065244586696,2022-04-19,Customer 1109,63,Address 1109,2022-01-18 10:00:00,2356,41.354180924006975,2022-01-18 10:00:00,18,3,1,2022
Merchant 2111,Location 2111,111,Retail,10.625085325396435,0.6864802438144277,0,1111,0,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,2022-01-22 22:00:00,2670,39.82600629262846,2022-01-22 22:00:00,22,3,1,2022
Merchant 2111,Location 2111,111,Retail,10.625085325396435,0.6864802438144277,0,1111,0,7980.849544448291,2022-04-21,Customer 1111,32,Address 1111,2022-02-06 03:00:00,2712,27.450619758180107,2022-02-06 03:00:00,6,5,2,2022
Merchant 2112,Location 2112,112,Other,21.310132757865613,0.290569092728993,0,1112,0,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,2022-01-07 02:00:00,2504,19.688496513147165,2022-01-07 02:00:00,7,1,1,2022
Merchant 2112,Location 2112,112,Other,21.310132757865613,0.290569092728993,0,1112,0,9784.73655418159,2022-04-22,Customer 1112,57,Address 1112,2022-01-14 03:00:00,2285,29.291555935495328,2022-01-14 03:00:00,14,2,1,2022
Merchant 2116,Location 2116,116,Food,84.66984069219563,0.4309100079096375,0,1116,0,3038.909606871837,2022-04-26,Customer 1116,22,Address 1116,2022-01-02 09:00:00,2686,61.34763595275774,2022-01-02 09:00:00,2,52,1,2022
Merchant 2117,Location 2117,117,Travel,75.34393386371227,0.8626867847533091,0,1117,0,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,2022-01-01 21:00:00,2220,99.1004273987159,2022-01-01 21:00:00,1,52,1,2022
Merchant 2117,Location 2117,117,Travel,75.34393386371227,0.8626867847533091,0,1117,0,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,2022-01-02 05:00:00,2932,70.07512697850342,2022-01-02 05:00:00,2,52,1,2022
Merchant 2117,Location 2117,117,Travel,75.34393386371227,0.8626867847533091,0,1117,0,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,2022-01-07 05:00:00,2684,15.24013555293646,2022-01-07 05:00:00,7,1,1,2022
Merchant 2117,Location 2117,117,Travel,75.34393386371227,0.8626867847533091,0,1117,0,7288.036637655037,2022-04-27,Customer 1117,52,Address 1117,2022-01-08 11:00:00,2229,79.45616782324659,2022-01-08 11:00:00,8,1,1,2022
Merchant 2119,Location 2119,119,Retail,19.527907375407104,0.8521427323660469,1,1119,0,6254.404271155562,2022-04-29,Customer 1119,61,Address 1119,2022-01-24 01:00:00,2309,66.54225115991392,2022-01-24 01:00:00,24,4,1,2022
Merchant 2120,Location 2120,120,Retail,82.48672259028618,0.0428071189562689,0,1120,0,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,2022-01-05 17:00:00,2240,77.57986716270221,2022-01-05 17:00:00,5,1,1,2022
Merchant 2120,Location 2120,120,Retail,82.48672259028618,0.0428071189562689,0,1120,0,7450.419004134611,2022-04-30,Customer 1120,47,Address 1120,2022-01-17 18:00:00,2955,23.412394540837305,2022-01-17 18:00:00,17,3,1,2022
Merchant 2121,Location 2121,121,Retail,95.08638384399995,0.7459715350697309,0,1121,0,4584.987687518285,2022-05-01,Customer 1121,23,Address 1121,2022-01-02 04:00:00,2322,25.334803493141827,2022-01-02 04:00:00,2,52,1,2022
Merchant 2122,Location 2122,122,Retail,48.77567691066048,0.5893665589856495,0,1122,0,4998.111232701779,2022-05-02,Customer 1122,54,Address 1122,2022-01-08 21:00:00,2778,13.936656978315106,2022-01-08 21:00:00,8,1,1,2022
